intervention,label,intervention_type,direction_definition,challenge,modulation_fraction,native_parameter_value,simulation_status,hypo_burden_mgdl_min,hyper_burden_mgdl_min,abs_dev_from_target_mgdl_min,glucose_auc_mgdl_min,glucose_sd_mgdl,glucose_rmsd_mgdl,glucose_peak_mgdl,glucose_nadir_mgdl,recovery_time_min,undershoot_mgdl,insulin_auc_muL_min,glucagon_auc_pM_min,mean_glucose_mgdl,mean_insulin_muL,mean_glucagon_pM,composite_loss
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,0.5,2.0,ok,0.0,0.0,527.5689925887186,53387.644839314926,0.001123675610368618,8.020413759514255e-05,89.12186488383094,89.11815151302683,0.0,0.0,7856.221424909816,6873.985064864696,89.11933560198757,13.11429331331873,11.474658298985345,0.020896835012702154
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,0.55,2.1,ok,0.0,0.0,527.0873569492918,53435.86914749884,0.0011683617081529286,6.689386453861886e-05,89.12349804937251,89.11960086887005,0.0,0.0,7863.233449075914,6880.0409099087465,89.12091802973165,13.114385427686821,11.474606322593662,0.0208728267232837
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,0.6,2.2,ok,0.0,0.0,525.8084441820062,53404.60682358438,0.0012283398199073097,7.062276560699184e-05,89.12512167901347,89.12125348450472,0.0,0.0,7858.5413987351085,6875.861126771335,89.12252186931214,13.114468382536016,11.474554726436283,0.02089056623272257
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,0.65,2.3,ok,0.0,0.0,525.3900696267999,53458.4263951103,0.001057928907881914,7.08681461504025e-05,89.12673621880555,89.12265753484408,0.0,0.0,7866.37010425699,6882.6444612187715,89.12408737723649,13.114547205931357,11.474512957310347,0.02086912466089858
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,0.7,2.4,ok,0.0,0.0,524.0494758686363,53419.53684303334,0.001126157042866786,7.062628191941653e-05,89.1283434811884,89.1243163457929,0.0,0.0,7860.552495807477,6877.4874982498295,89.12567079709251,13.114621642698989,11.474466513651032,0.020870141045509202
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,0.75,2.5,ok,0.0,0.0,522.8324088357103,53390.712161031784,0.0011833948405742011,7.14622655082648e-05,89.12994389243391,89.1259300551444,0.0,0.0,7856.215387080153,6873.6365776415805,89.12721530052187,13.114689276660773,11.474431831987092,0.020876552931431307
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,0.8,2.6,ok,0.0,0.0,521.8727317093302,53390.60360920732,0.0011117768681221296,6.772225239358193e-05,89.13153139662862,89.12744731279925,0.0,0.0,7856.0976603322615,6873.476306381617,89.12880006555748,13.114752603068462,11.47439163548219,0.02084334608485713
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,0.85,2.7,ok,0.0,0.0,521.6878986304946,53462.53080425649,0.0010778268394007657,6.664664604153144e-05,89.13311443311669,89.12872484380487,0.0,0.0,7866.591877267156,6882.609490064737,89.13026599245322,13.114819218754052,11.474369158049889,0.020857633375260455
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,0.9,2.8,ok,0.0,0.0,520.2689740753374,53414.58985537854,0.001244147645861729,7.028021276112363e-05,89.13469071865721,89.13037005643504,0.0,0.0,7859.431812779858,6876.296374454772,89.13183776349834,13.114873729193917,11.474335654754062,0.020895218971039492
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,0.95,2.9,ok,0.0,0.0,519.3907181537419,53425.87318393133,0.001260511278685988,7.229502700820908e-05,89.13626348641684,89.13181415415879,0.0,0.0,7860.974050804082,6877.599724656036,89.13347046149069,13.114917110360485,11.47429691589883,0.020911322512416522
insulin_signal_global,Insulin signalling (global),potentiation,"u:0=none,1=max",fasting,1.0,3.0,ok,0.0,0.0,518.3385589743382,53412.93497279583,0.0012293312022028274,7.095994191994361e-05,89.13782975637169,89.13332885888923,0.0,0.0,7858.965051790896,6875.801112305939,89.13500150742391,13.114966666687668,11.474271968433953,0.020892970080016234
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.0,1.0,ok,0.0,0.0,537.6184041132356,53390.48674663699,0.0007720108398212252,5.605591832161598e-05,89.10452489166457,89.10137469122384,0.0,0.0,7857.036650774886,6876.233667428967,89.10277477328502,13.112518910001095,11.475667990533832,0.02071545546307752
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.05,1.1,ok,0.0,0.0,537.8361597297169,53404.54659693854,0.0007630087177603872,5.418196227643688e-05,89.10440294051463,89.1012500835074,0.0,0.0,7859.06627036885,6878.089064969892,89.10264893944287,13.112434567895676,11.475726214017996,0.020711005279263475
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.1,1.2,ok,0.0,0.0,537.6111603063586,53381.9294574798,0.0006023357215271418,4.3650464433373436e-05,89.10428565396458,89.1011942058826,0.0,0.0,7855.676229680572,6875.204218141034,89.10264434983684,13.11233093922231,11.475772466588545,0.020620007726237115
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.15,1.3,ok,0.0,0.0,537.7115947013867,53387.22298419759,0.0006102626240986707,4.1811440191792065e-05,89.10417406568168,89.10109254978883,0.0,0.0,7856.406653719894,6875.924196228634,89.10256648615275,13.112238417280754,11.475826210881094,0.02061657418838405
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.2,1.4,ok,0.0,0.0,537.7657848244869,53389.63055833799,0.0006802950290678425,4.715288303304304e-05,89.10406400790127,89.10099929376311,0.0,0.0,7856.710469143344,6876.267327978849,89.10251701516941,13.112146889556918,11.475875000157744,0.02065628444633839
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.25,1.5,ok,0.0,0.0,537.7431039046098,53383.504661665895,0.0006707278999418911,4.553482364735678e-05,89.10395869885815,89.10092364474589,0.0,0.0,7855.761774913164,6875.512905516761,89.10245253296388,13.112058586181796,11.475924373760853,0.020645020089745735
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.3,1.6,ok,0.0,0.0,538.1395267907371,53418.50986393221,0.0006004618516472388,4.489094360900838e-05,89.10385451243346,89.1007810746349,0.0,0.0,7860.869290296227,6880.05611359549,89.10238018931743,13.11197496722806,11.475972974890789,0.02063812189367062
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.35,1.7,ok,0.0,0.0,538.1660303118618,53418.02870218666,0.0006928454894931547,4.66192384205626e-05,89.1037539852792,89.10070197044215,0.0,0.0,7860.751768632146,6880.025868250908,89.10232841718741,13.111889425937894,11.476019226567661,0.020667875775487104
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.4,1.8,ok,0.0,0.0,538.3456644699008,53431.57493183529,0.0007261480764499873,5.5039796372663296e-05,89.1036564465354,89.10060170286611,0.0,0.0,7862.7043367714095,6881.803955603615,89.10225715978527,13.111810847427346,11.476065726261737,0.02071497418188171
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.45,1.9,ok,0.0,0.0,538.3024319130911,53424.28892630522,0.0005788045983774841,4.456745629668e-05,89.1035615284913,89.10053929361843,0.0,0.0,7861.588476028974,6880.895276991834,89.1022073319168,13.11173064587921,11.47610889955808,0.020633411444833598
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.5,2.0,ok,0.0,0.0,538.5440668636837,53443.70730132794,0.00035210141121631367,4.129504172919898e-05,89.10346629844243,89.10043431185849,0.0,0.0,7864.406870940574,6883.430036521744,89.10213144525699,13.111654302023277,11.476155358203433,0.020570972619283184
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.55,2.1,ok,0.0,0.0,537.8399757832207,53371.58723877982,0.00038906492648636967,3.5318124207147554e-05,89.10337996260047,89.10048192584425,0.0,0.0,7853.751230613052,6874.167887898238,89.10209400615902,13.111577089140917,11.476195201415775,0.020528819781608445
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.6,2.2,ok,0.0,0.0,538.2177774140848,53402.767844391514,0.0005828739509599,3.838204768785766e-05,89.10329305920641,89.10036337734175,0.0,0.0,7858.310763976173,6878.219213046438,89.1019889716719,13.111513640417261,11.476240599577272,0.020601347681808047
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.65,2.3,ok,0.0,0.0,538.5551536907114,53434.02389745079,0.0005159442725847768,3.633961180889948e-05,89.10320869670741,89.1002464931245,0.0,0.0,7862.865468903061,6882.272733960613,89.10195205261108,13.111433706563052,11.476282159307987,0.02058825727582832
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.7,2.4,ok,0.0,0.0,537.9311555660665,53369.43633880424,0.0005522520840730708,3.782890598613275e-05,89.10312579387288,89.10028495835948,0.0,0.0,7853.321621086578,6873.980788404166,89.10190747107059,13.111360816712203,11.47632132140348,0.020578675746072063
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.75,2.5,ok,0.0,0.0,538.8752600867759,53459.10217848508,0.0005971064544470285,4.136900381340242e-05,89.1030455673769,89.10007947628019,0.0,0.0,7866.481395953345,6885.559501861269,89.1018409261165,13.111293408002243,11.47636234843214,0.020638088422012903
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.8,2.6,ok,0.0,0.0,538.8483830317948,53454.766314229564,0.0006124751917416654,3.4284122588859724e-05,89.10296927776022,89.10002639900665,0.0,0.0,7865.801685407321,6885.025174034416,89.10181315430023,13.11121982952858,11.476398998982505,0.02061187544179511
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.85,2.7,ok,0.0,0.0,538.5812940413873,53424.250178545466,0.0005398731782337502,3.4174448166112655e-05,89.10289169521397,89.10001657302102,0.0,0.0,7861.278332828284,6881.123580486987,89.10174623641925,13.11115504222501,11.476438603086164,0.020581638473204118
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.9,2.8,ok,0.0,0.0,538.2466419961347,53388.32894313273,0.0004974285232642175,2.986001639608071e-05,89.10281734925243,89.10001516631915,0.0,0.0,7855.957646683907,6876.521890297386,89.10170083573765,13.111090042893961,11.476474510230776,0.020540060416633116
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,0.95,2.9,ok,0.0,0.0,538.4654674779836,53409.66491617252,0.0005374837764239645,3.59612939650624e-05,89.10274693559604,89.09992653730093,0.0,0.0,7859.056174075965,6879.289112911709,89.10169468842788,13.111020727442956,11.476505594523603,0.02058252121005931
glucagon_signal_hepatic,Glucagon signalling (hepatic HGP),potentiation,"u:0=none,1=max",fasting,1.0,3.0,ok,0.0,0.0,538.8175589632825,53437.841678502315,0.0005132770635942096,3.499429930992026e-05,89.10267619374305,89.09982855631627,0.0,0.0,7863.181634538121,6882.951912348881,89.10158240632582,13.110969761856262,11.476547101333454,0.02058329434044706
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.0,1.0,ok,0.0,0.0,537.6184041132356,53390.48674663699,0.0007720108398212252,5.605591832161598e-05,89.10452489166457,89.10137469122384,0.0,0.0,7857.036650774886,6876.233667428967,89.10277477328502,13.112518910001095,11.475667990533832,0.02071545546307752
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.05,1.1,ok,0.0,0.0,1120.8348262861946,52864.39222599621,0.37523153920536295,0.008994637851835156,88.30123214050482,87.42679841813508,599.8358561364712,0.2988671927516293,7939.082470865039,6956.487070378723,88.13143076590075,13.235424974426312,11.597317831556943,2.67950504570779
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.1,1.2,ok,0.0,0.0,1640.154069383764,52299.58101547466,0.7208294306332347,0.014184955135354487,87.58746035539757,85.92425549214536,599.3303898317602,0.48552622860952965,7998.27595915943,7023.673804553239,87.2633557429915,13.345353572684093,11.719201835443178,2.8033887598143683
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.15,1.3,ok,0.0,0.0,2112.5026298047833,51873.0569987674,1.0449529004062967,0.016636068097518754,86.94450711382251,84.57409399181077,599.8395514285797,0.7176857846023239,8065.373413390669,7101.910779471573,86.47822050951187,13.445884643955456,11.839684066443501,2.919747894250726
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.2,1.4,ok,0.0,0.0,2538.8721705716744,51414.2255039543,1.301112584643755,0.021888946780712754,86.3601295050225,83.35470346531523,599.4788630502886,0.8247645809171047,8115.521272720002,7169.4031547369705,85.7648679093483,13.537627050645844,11.959392726971842,3.014149632066968
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.25,1.5,ok,0.0,0.0,2930.764350838976,51014.04195841191,1.5515018395008853,0.025626549088369237,85.82488908290873,82.2482933556872,599.3867367694543,0.9468576468326688,8165.341700523775,7238.918474275189,85.1103950570627,13.62282679882598,12.077208303425534,3.1036687865019226
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.3,1.6,ok,0.0,0.0,3296.718629323519,50694.22936576055,1.7821063870976008,0.024575550309412025,85.33139725902222,81.23954787914107,599.8994221676007,1.190075688688026,8220.494161320854,7314.178852058605,84.50454775000188,13.703120652488645,12.192341885628888,3.183734400136535
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.35,1.7,ok,0.0,0.0,3629.7599505089843,50327.67666929422,1.9931919787172259,0.028134343634382622,84.87377385562004,80.31412668401937,599.527073553369,1.2465819158965843,8259.9036434326,7378.066233921669,83.94562796139368,13.777365539935566,12.30647715405447,3.254961552055012
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.4,1.8,ok,0.0,0.0,3942.091728070703,50009.53878233417,2.1654587608856786,0.03077979512575825,84.44729480245192,79.46072182979758,599.4625612267209,1.3724020959851515,8301.235290171657,7444.153709839247,83.42395675218859,13.847796054493003,12.418046082153605,3.321049991821208
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.45,1.9,ok,0.0,0.0,4233.820544528535,49708.89490626312,2.354694388581391,0.03442928452990951,84.04810251407446,78.6716551162398,599.3635050087962,1.4901378807257402,8339.802163262075,7508.508956705318,82.9361389054437,13.914431048216192,12.527471048800551,3.394437737838538
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.5,2.0,ok,0.0,0.0,4512.034648273947,49460.63525556358,2.3916735297313947,0.031443669847911485,83.6730140795109,77.9398632223311,599.6963322648614,1.7460063366541476,8382.99905899317,7576.472627071874,82.47613432746297,13.97873991880734,12.633848532069486,3.4188453931295326
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.55,2.1,ok,0.0,0.0,4773.677888847845,49220.80798361375,2.6649719647077674,0.039101555618286675,83.31937772518556,77.2591069442298,599.9387319162398,1.9928816245544994,8423.251871994744,7642.061892837171,82.0430576742388,14.040186812227274,12.738070550017621,3.543623304095752
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.6,2.2,ok,0.0,0.0,5017.218238881236,48967.084740898834,2.7673864563969017,0.03794305095644471,82.98495837594588,76.6237207726242,599.825588664223,2.120455259238909,8456.355159402889,7702.301650421565,81.63553817359761,14.098023357480804,12.840902082177164,3.5769852080355777
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.65,2.3,ok,0.0,0.0,5250.940310677772,48747.471970945146,2.8884999700213756,0.04103678814731196,82.66785907354807,76.02886608612668,599.9823586846991,2.352770855512702,8492.422569512195,7764.341066003848,81.24817549271106,14.154453787823964,12.94094893560719,3.6436367976818014
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.7,2.4,ok,0.0,0.0,5470.022239148388,48519.118257459995,2.9556416010080593,0.04109623646493566,82.36644407656875,75.47011588418637,599.8793388512042,2.4831442366323273,8522.955577543158,7822.229737304505,80.88146251273844,14.207783174971485,13.03967186515279,3.673367745968297
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.75,2.5,ok,0.0,0.0,5676.577993739111,48289.95894097686,3.072724369890451,0.04280149383164249,82.07931122105647,74.94375808028494,599.6281881635108,2.5447810125371433,8549.740892339338,7877.274490722875,80.53317021148581,14.258403892793536,13.13693159564214,3.714666951179353
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.8,2.6,ok,0.0,0.0,5880.8015935823,48115.89126382131,3.217621681966047,0.04274062457746328,81.80522621612546,74.44645366287864,599.9632539711512,2.8634510543384692,8585.480968854907,7937.793702985025,80.19806370697317,14.310011341574151,13.23046645014481,3.784022740188041
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.85,2.7,ok,0.0,0.0,6065.711890290297,47887.3562214944,3.167060397230436,0.03698466936879643,81.54311125257468,73.97520038405642,599.4785345753855,2.803694595257639,8605.924094723801,7988.036339021173,79.88168626490241,14.35568347884121,13.324974754399088,3.7404376694547934
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.9,2.8,ok,0.0,0.0,6255.349334075447,47742.42065127713,3.374632377594738,0.04442168879369944,81.29201546864599,73.52754178890703,599.975222059473,3.2053847830320734,8642.868415360264,8048.245450562986,79.57398721799984,14.405375584832957,13.414296382001584,3.8644313202555898
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,0.95,2.9,ok,0.0,0.0,6430.284458291706,47562.39851833877,3.4307640140902604,0.042825976901769425,81.05109789432629,73.10112263004507,599.9186997403386,3.339227646514999,8669.099028291406,8101.2822569509535,79.28140686217164,14.450456423584782,13.503966888275714,3.8853179775937705
insulin_secretion,Beta-cell insulin secretion capacity,potentiation,"u:0=none,1=max",fasting,1.0,3.0,ok,0.0,0.0,6593.845177183091,47364.790023164634,3.4968079539613255,0.04477868235262854,80.8196070794021,72.69405055767163,599.5403911149747,3.299479611861983,8688.438342636455,8149.811504009607,79.00183327945527,14.491831528612158,13.593431943514723,3.9041597264207177
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.0,1.0,ok,0.0,0.0,537.6184041132356,53390.48674663699,0.0007720108398212252,5.605591832161598e-05,89.10452489166457,89.10137469122384,0.0,0.0,7857.036650774886,6876.233667428967,89.10277477328502,13.112518910001095,11.475667990533832,0.02071545546307752
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.05,1.1,ok,0.0,0.0,427.76519416633806,53548.988826828434,0.06356122295218934,0.001694235490110779,89.4247382765787,89.25823037509979,0.0,0.10254300313428644,8010.032920828525,7479.60854773079,89.28675096950077,13.355804289271735,12.471382940773676,0.05392801955206334
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.1,1.2,ok,0.0,0.0,328.2066609025887,53605.469329052255,0.12089919807194052,0.002848469381598651,89.71340318315188,89.39902937423217,0.0,0.20267482872107223,8136.406475163399,8065.172565082887,89.4523162210057,13.577353468380174,13.458484287120582,0.08353575457686901
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.15,1.3,ok,0.0,0.0,238.34734388170233,53725.02723586353,0.17968020809567956,0.004498009047730081,89.97550936635477,89.52689104466984,0.0,0.291923889248352,8262.688262161075,8656.750200280874,89.60248481277513,13.780493703105392,14.437709355517422,0.1144010204641848
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.2,1.4,ok,0.0,0.0,177.0548825139586,53787.082008560115,0.23253379757895734,0.005577217432339672,90.21519389086905,89.64347976198871,0.0,0.38263655864246005,8371.438942309349,9236.918070014395,89.73901990775099,13.967010253147054,15.410986125615938,0.14160679825297232
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.25,1.5,ok,0.0,0.0,134.5457494487316,53867.401637907155,0.26762603524571493,0.005832965697415484,90.43570261848983,89.75016237948903,0.0,0.4670186286605116,8475.510577902578,9817.883540784154,89.86393567521993,14.139214334246002,16.37861913047911,0.1604365113168031
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.3,1.6,ok,0.0,0.0,102.09462750821069,53958.00292069618,0.321948454650166,0.00693976849818826,90.63965651517888,89.84808422902714,0.0,0.5456371036590184,8574.572401002206,10399.183547979383,89.97866623002895,14.298686874474134,17.341350955921786,0.18689183185518704
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.35,1.7,ok,0.0,0.0,78.03989555216276,54037.68490838997,0.3643988623652541,0.007746616698699864,90.82918551800059,89.93818930189987,0.0,0.6227940331430375,8665.87768714767,10977.498615666273,90.08423070968051,14.446564951743092,18.300182910969617,0.20901567348515626
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.4,1.8,ok,0.0,0.0,108.80290859211505,54088.83235032825,0.4006268669193482,0.008554607061983696,91.00610630115867,90.02128320201592,0.0,0.7035948319542342,8747.002228821311,11549.451636564823,90.1814052692183,14.583730478391503,19.256207490823527,0.2299282670552144
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.45,1.9,ok,0.0,0.0,162.5138464865982,54122.940012888204,0.44541361183203126,0.009246558741900593,91.17184638787795,90.09805928638265,0.0,0.7867333018474056,8820.263759682062,12117.035868149238,90.27105505317343,14.711220699469923,20.209870559036666,0.2527315195418144
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.5,2.0,ok,0.0,0.0,212.6878302259192,54198.56159650011,0.4816123566368381,0.009616051055651656,91.32775098827585,90.16910983917977,0.0,0.85805363874411,8896.035685520234,12692.678200085062,90.35457247211012,14.83060578334096,21.159999057407006,0.270926514093991
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.55,2.1,ok,0.0,0.0,259.0901185656056,54252.70945138783,0.5154683005432483,0.01083908350707041,91.47484374666242,90.23495530956903,0.0,0.9330408780824797,8964.044820471874,13263.633917323921,90.4318678940037,14.941840236148868,22.10866890031758,0.2922980092248347
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.6,2.2,ok,0.0,0.0,302.1006997845964,54295.75958946209,0.5491264291142363,0.011134147103122813,91.61405736330161,90.29604405136354,0.0,1.0097049037114516,9026.33644550964,13832.007010752079,90.50356029837073,15.045660857245155,23.056052443330216,0.3100626969603828
glucagon_secretion,Alpha-cell glucagon secretion capacity,potentiation,"u:0=none,1=max",fasting,0.65,2.3,ok,0.0,0.0,341.56412557595934,54302.543476320774,0.5821270847103036,0.011980797395101715,91.74621501179757,90.35278507339301,0.0,1.0954314850805957,9078.778101968124,14391.717752171851,90.56968519978155,15.142238688183726,24.003541323376457,0.33075014397142644
